?British School	1545  1330,785
Turner  Joseph Mallord William	1834  139,187
Turner  Joseph Mallord William	1834  139,190
Turner  Joseph Mallord William	1839  139,190
Turner  Joseph Mallord William	1828  139,190
Turner  Joseph Mallord William	1839  138,190
Turner  Joseph Mallord William	1840  140,190
Turner  Joseph Mallord William	1834  143,192
Turner  Joseph Mallord William	1839  140,190
Turner  Joseph Mallord William	1832  151,229
Turner  Joseph Mallord William	1828  140,191
Turner  Joseph Mallord William	1834  139,188
Turner  Joseph Mallord William	1834  147,224
Turner  Joseph Mallord William	1834  146,218
Turner  Joseph Mallord William	1834  98,204
Turner  Joseph Mallord William	1834  107,202
Turner  Joseph Mallord William	1834  135,188
Turner  Joseph Mallord William	1834  136,192
Turner  Joseph Mallord William	1834  140,190
Turner  Joseph Mallord William	1834  141,192
Turner  Joseph Mallord William	1834  140,195
Turner  Joseph Mallord William	1840  143,192
Turner  Joseph Mallord William	1840  140,195
Turner  Joseph Mallord William	1840  140,189
Turner  Joseph Mallord William	1834  140,185
Turner  Joseph Mallord William	1834  141,193
Turner  Joseph Mallord William	1840  142,188
Turner  Joseph Mallord William	1840  141,192
Turner  Joseph Mallord William	1834  141,191
Turner  Joseph Mallord William	1834  142,196
Turner  Joseph Mallord William	1840  141,190
Turner  Joseph Mallord William	1840  140,192
Turner  Joseph Mallord William	1839  140,189
Turner  Joseph Mallord William	1834  160,198
Turner  Joseph Mallord William	1834  140,192
Turner  Joseph Mallord William	1834  139,191
Turner  Joseph Mallord William	1840  141,193
Turner  Joseph Mallord William	1834  143,191
Turner  Joseph Mallord William	1834  139,189
Turner  Joseph Mallord William	1834  142,187
Turner  Joseph Mallord William	1834  143,188
Turner  Joseph Mallord William	1840  142,194
Turner  Joseph Mallord William	1834  143,181
Turner  Joseph Mallord William	1834  138,189
Turner  Joseph Mallord William	1840  140,191
Turner  Joseph Mallord William	1840  141,191
Turner  Joseph Mallord William	1834  144,188
Turner  Joseph Mallord William	1834  141,190
Turner  Joseph Mallord William	1840  150,191
Turner  Joseph Mallord William	1834  137,190
Turner  Joseph Mallord William	1840  142,191
Turner  Joseph Mallord William	1834  138,190
Turner  Joseph Mallord William	1834  143,193
Turner  Joseph Mallord William	1840  139,190
Turner  Joseph Mallord William	1834  143,189
Turner  Joseph Mallord William	1834  140,193
Turner  Joseph Mallord William	1834  101,77
Turner  Joseph Mallord William	1834  77,101
Turner  Joseph Mallord William	1830  90,117
Turner  Joseph Mallord William	1839  100,163
Turner  Joseph Mallord William	1839  94,154
Turner  Joseph Mallord William	1839  154,94
Turner  Joseph Mallord William	1834  160,104
Turner  Joseph Mallord William	1834  233,324
Turner  Joseph Mallord William	1841  235,325
Turner  Joseph Mallord William	1834  139,228
Turner  Joseph Mallord William	1836  101,79
Turner  Joseph Mallord William	1834  101,79
Turner  Joseph Mallord William	1835  214,280
Turner  Joseph Mallord William	1826  204,255
Turner  Joseph Mallord William	1826  213,248
Turner  Joseph Mallord William	1826  205,275
Turner  Joseph Mallord William	1826  185,247
Turner  Joseph Mallord William	1830  245,310
Turner  Joseph Mallord William	1830  240,296
Turner  Joseph Mallord William	1830  244,311
Turner  Joseph Mallord William	1830  260,218
Turner  Joseph Mallord William	1830  270,310
Turner  Joseph Mallord William	1830  242,308
Turner  Joseph Mallord William	1830  269,219
Turner  Joseph Mallord William	1830  242,307
Turner  Joseph Mallord William	1830  186,256
Turner  Joseph Mallord William	1826  240,306
Turner  Joseph Mallord William	1830  244,288
Turner  Joseph Mallord William	1830  181,245
Turner  Joseph Mallord William	1830  198,297
Turner  Joseph Mallord William	1830  239,308
Turner  Joseph Mallord William	1830  245,283
Turner  Joseph Mallord William	1830  241,278
Turner  Joseph Mallord William	1830  241,302
Turner  Joseph Mallord William	1830  238,303
Turner  Joseph Mallord William	1830  221,241
Turner  Joseph Mallord William	1830  241,307
Turner  Joseph Mallord William	1830  243,308
Turner  Joseph Mallord William	1830  238,306
Turner  Joseph Mallord William	1830  185,306
Turner  Joseph Mallord William	1830  192,254
Turner  Joseph Mallord William	1830  239,307
Turner  Joseph Mallord William	1830  250,298
Turner  Joseph Mallord William	1830  244,308
Turner  Joseph Mallord William	1830  235,307
Turner  Joseph Mallord William	1830  243,307
Turner  Joseph Mallord William	1826  247,308
Turner  Joseph Mallord William	1826  242,299
Turner  Joseph Mallord William	1826  246,309
Turner  Joseph Mallord William	1826  247,301
Turner  Joseph Mallord William	1826  241,307
Turner  Joseph Mallord William	1830  231,305
Turner  Joseph Mallord William	1826  246,301
Turner  Joseph Mallord William	1826  241,297
Turner  Joseph Mallord William	1826  247,307
Turner  Joseph Mallord William	1826  242,305
Turner  Joseph Mallord William	1826  241,306
Turner  Joseph Mallord William	1826  253,286
Turner  Joseph Mallord William	1826  244,304
Turner  Joseph Mallord William	1826  243,305
Turner  Joseph Mallord William	1826  230,286
Turner  Joseph Mallord William	1826  245,305
Turner  Joseph Mallord William	1826  240,305
Turner  Joseph Mallord William	1826  236,296
Turner  Joseph Mallord William	1826  214,298
Turner  Joseph Mallord William	1826  239,302
Turner  Joseph Mallord William	1826  234,307
Turner  Joseph Mallord William	1826  236,306
Turner  Joseph Mallord William	1842  311,192
Turner  Joseph Mallord William	1832  157,273
Turner  Joseph Mallord William	1832  227,176
Turner  Joseph Mallord William	1826  120,227
Turner  Joseph Mallord William	1837  221,213
Turner  Joseph Mallord William	1835  249,200
Turner  Joseph Mallord William	1832  173,218
Turner  Joseph Mallord William	1842  180,277
Turner  Joseph Mallord William	1837  378,302
Turner  Joseph Mallord William	1837  377,291
Turner  Joseph Mallord William	1837  381,306
Turner  Joseph Mallord William	1837  381,305
Turner  Joseph Mallord William	1836  381,294
Turner  Joseph Mallord William	1837  370,292
Turner  Joseph Mallord William	1837  201,292
Turner  Joseph Mallord William	1837  379,292
Turner  Joseph Mallord William	1837  380,292
Turner  Joseph Mallord William	1837  237,160
Turner  Joseph Mallord William	1837  237,159
Turner  Joseph Mallord William	1839  263,161
Turner  Joseph Mallord William	1835  240,161
Turner  Joseph Mallord William	1835  241,161
Turner  Joseph Mallord William	1837  236,159
Turner  Joseph Mallord William	1834  235,159
Turner  Joseph Mallord William	1837  238,160
Turner  Joseph Mallord William	1837  235,159
Turner  Joseph Mallord William	1837  236,160
Turner  Joseph Mallord William	1826  283,193
Turner  Joseph Mallord William	1827  285,193
Turner  Joseph Mallord William	1826  280,188
Turner  Joseph Mallord William	1830  168,239
Turner  Joseph Mallord William	1826  170,239
Turner  Joseph Mallord William	1826  169,239
Turner  Joseph Mallord William	1826  168,238
Turner  Joseph Mallord William	1826  169,240
Turner  Joseph Mallord William	1826  168,239
Turner  Joseph Mallord William	1830  239,170
Turner  Joseph Mallord William	1830  169,240
Turner  Joseph Mallord William	1832  311,191
Turner  Joseph Mallord William	1834  311,191
Turner  Joseph Mallord William	1832  311,193
Turner  Joseph Mallord William	1826  191,243
Turner  Joseph Mallord William	1830  194,245
Turner  Joseph Mallord William	1830  193,241
Turner  Joseph Mallord William	1826  131,258
Turner  Joseph Mallord William	1830  169,237
Turner  Joseph Mallord William	1830  188,172
Turner  Joseph Mallord William	1826  239,188
Turner  Joseph Mallord William	1826  148,196
Turner  Joseph Mallord William	1825  206,175
Turner  Joseph Mallord William	1841  183,229
Turner  Joseph Mallord William	1841  185,230
Turner  Joseph Mallord William	1837  228,179
Turner  Joseph Mallord William	1842  190,263
Turner  Joseph Mallord William	1834  196,258
Turner  Joseph Mallord William	1841  186,230
Turner  Joseph Mallord William	1837  229,178
Turner  Joseph Mallord William	1835  179,250
Turner  Joseph Mallord William	1835  219,240
Turner  Joseph Mallord William	1835  259,207
Turner  Joseph Mallord William	1834  171,202
Turner  Joseph Mallord William	1835  199,224
Turner  Joseph Mallord William	1835  171,237
Turner  Joseph Mallord William	1835  179,226
Turner  Joseph Mallord William	1835  179,227
Turner  Joseph Mallord William	1835  178,227
Turner  Joseph Mallord William	1835  180,227
Turner  Joseph Mallord William	1830  178,227
Turner  Joseph Mallord William	1835  181,227
Turner  Joseph Mallord William	1830  181,228
Turner  Joseph Mallord William	1835  183,229
Turner  Joseph Mallord William	1835  184,227
Turner  Joseph Mallord William	1835  181,228
Turner  Joseph Mallord William	1826  180,227
Turner  Joseph Mallord William	1835  171,227
Turner  Joseph Mallord William	1835  178,225
Turner  Joseph Mallord William	1835  180,228
Turner  Joseph Mallord William	1835  178,228
Turner  Joseph Mallord William	1835  179,228
Turner  Joseph Mallord William	1835  181,229
Turner  Joseph Mallord William	1835  229,257
Turner  Joseph Mallord William	1826  219,296
Turner  Joseph Mallord William	1826  218,291
Turner  Joseph Mallord William	1826  218,287
Turner  Joseph Mallord William	1826  214,293
Turner  Joseph Mallord William	1826  215,290
Turner  Joseph Mallord William	1826  216,290
Turner  Joseph Mallord William	1826  218,295
Turner  Joseph Mallord William	1826  215,286
Turner  Joseph Mallord William	1826  218,288
Turner  Joseph Mallord William	1840  221,292
Turner  Joseph Mallord William	1826  215,291
Turner  Joseph Mallord William	1826  220,292
Turner  Joseph Mallord William	1826  219,288
Turner  Joseph Mallord William	1839  387,284
Turner  Joseph Mallord William	1839  385,237
Turner  Joseph Mallord William	1826  392,293
Turner  Joseph Mallord William	1826  288,272
Turner  Joseph Mallord William	1830  284,324
Turner  Joseph Mallord William	1830  247,309
Turner  Joseph Mallord William	1830  265,354
Turner  Joseph Mallord William	1830  268,362
Turner  Joseph Mallord William	1830  255,352
Turner  Joseph Mallord William	1826  277,345
Turner  Joseph Mallord William	1826  276,386
Turner  Joseph Mallord William	1830  249,352
Turner  Joseph Mallord William	1835  243,317
Turner  Joseph Mallord William	1830  254,340
Turner  Joseph Mallord William	1826  244,308
Turner  Joseph Mallord William	1826  223,299
Turner  Joseph Mallord William	1835  215,295
Turner  Joseph Mallord William	1826  258,344
Turner  Joseph Mallord William	1835  260,325
Turner  Joseph Mallord William	1835  200,152
Turner  Joseph Mallord William	1835  202,153
Turner  Joseph Mallord William	1826  200,248
Turner  Joseph Mallord William	1830  206,86
Turner  Joseph Mallord William	1831  164,103
Turner  Joseph Mallord William	1831  163,103
Turner  Joseph Mallord William	1831  183,150
Turner  Joseph Mallord William	1831  150,183
Turner  Joseph Mallord William	1831  180,150
Turner  Joseph Mallord William	1831  150,180
Turner  Joseph Mallord William	1831  179,150
Turner  Joseph Mallord William	1831  150,179
Turner  Joseph Mallord William	1831  184,150
Turner  Joseph Mallord William	1831  150,184
Turner  Joseph Mallord William	1831  186,116
Turner  Joseph Mallord William	1834  119,184
Turner  Joseph Mallord William	1834  143,119
Turner  Joseph Mallord William	1834  184,119
Turner  Joseph Mallord William	1834  182,117
Turner  Joseph Mallord William	1834  184,117
Turner  Joseph Mallord William	1834  117,184
Turner  Joseph Mallord William	1834  117,182
Turner  Joseph Mallord William	1834  184,116
Turner  Joseph Mallord William	1834  116,184
Turner  Joseph Mallord William	1834  185,119
Turner  Joseph Mallord William	1831  119,184
Turner  Joseph Mallord William	1834  182,119
Turner  Joseph Mallord William	1834  118,184
Turner  Joseph Mallord William	1834  184,118
Turner  Joseph Mallord William	1831  101,158
Turner  Joseph Mallord William	1831  45,158
Turner  Joseph Mallord William	1831  158,102
Turner  Joseph Mallord William	1831  201,126
Turner  Joseph Mallord William	1831  126,201
Turner  Joseph Mallord William	1834  113,190
Turner  Joseph Mallord William	1831  113,190
Turner  Joseph Mallord William	1834  181,111
Turner  Joseph Mallord William	1834  111,181
Turner  Joseph Mallord William	1831  181,111
Turner  Joseph Mallord William	1831  181,113
Turner  Joseph Mallord William	1831  113,185
Turner  Joseph Mallord William	1831  185,113
Turner  Joseph Mallord William	1831  187,114
Turner  Joseph Mallord William	1831  59,97
Turner  Joseph Mallord William	1831  65,59
Turner  Joseph Mallord William	1830  74,94
Turner  Joseph Mallord William	1830  75,94
Turner  Joseph Mallord William	1831  94,74
Turner  Joseph Mallord William	1830  94,74
Turner  Joseph Mallord William	1820  226,366
Turner  Joseph Mallord William	1820  228,377
Turner  Joseph Mallord William	1820  115,186
Turner  Joseph Mallord William	1822  267,222
Turner  Joseph Mallord William	1820  143,228
Turner  Joseph Mallord William	1820  145,228
Turner  Joseph Mallord William	1820  144,228
Turner  Joseph Mallord William	1828  295,312
Turner  Joseph Mallord William	1820  220,254
Turner  Joseph Mallord William	1820  392,503
Turner  Joseph Mallord William	1820  396,507
Turner  Joseph Mallord William	1820  187,274
Turner  Joseph Mallord William	1825  372,584
Turner  Joseph Mallord William	1820  562,253
Turner  Joseph Mallord William	1820  388,502
Turner  Joseph Mallord William	1837  546,752
Turner  Joseph Mallord William	1820  583,729
Turner  Joseph Mallord William	1820  547,747
Turner  Joseph Mallord William	1822  388,484
Turner  Joseph Mallord William	1822  475,682
Turner  Joseph Mallord William	1820  482,680
Turner  Joseph Mallord William	1824  489,687
Turner  Joseph Mallord William	1820  608,487
Turner  Joseph Mallord William	1820  490,694
Turner  Joseph Mallord William	1820  485,607
Turner  Joseph Mallord William	1820  485,605
Turner  Joseph Mallord William	1820  488,694
Turner  Joseph Mallord William	1820  352,510
Turner  Joseph Mallord William	1820  556,448
Turner  Joseph Mallord William	1824  504,711
Turner  Joseph Mallord William	1824  474,692
Turner  Joseph Mallord William	1830  459,591
Turner  Joseph Mallord William	1830  374,585
Turner  Joseph Mallord William	1820  342,602
Turner  Joseph Mallord William	1825  345,486
Turner  Joseph Mallord William	1837  382,558
Turner  Joseph Mallord William	1825  365,549
Turner  Joseph Mallord William	1820  395,504
Turner  Joseph Mallord William	1820  545,752
Turner  Joseph Mallord William	1820  760,550
Turner  Joseph Mallord William	1823  465,658
Turner  Joseph Mallord William	1823  211,275
Turner  Joseph Mallord William	1820  274,188
Turner  Joseph Mallord William	1825  187,227
Turner  Joseph Mallord William	1820  306,487
Turner  Joseph Mallord William	1820  355,509
Turner  Joseph Mallord William	1830  356,510
Turner  Joseph Mallord William	1832  322,472
Turner  Joseph Mallord William	1835  294,432
Turner  Joseph Mallord William	1825  320,560
Turner  Joseph Mallord William	1825  181,230
Turner  Joseph Mallord William	1824  555,750
Turner  Joseph Mallord William	1830  561,769
Turner  Joseph Mallord William	1835  203,155
Turner  Joseph Mallord William	1820  272,437
Turner  Joseph Mallord William	1820  316,470
Turner  Joseph Mallord William	1822  275,470
Turner  Joseph Mallord William	1822  233,450
Turner  Joseph Mallord William	1822  182,226
Turner  Joseph Mallord William	1820  143,226
Turner  Joseph Mallord William	1837  487,612
Turner  Joseph Mallord William	1837  487,616
Turner  Joseph Mallord William	1820  240,345
Turner  Joseph Mallord William	1824  197,267
Turner  Joseph Mallord William	1820  170,240
Turner  Joseph Mallord William	1820  150,243
Turner  Joseph Mallord William	1825  302,482
Turner  Joseph Mallord William	1828  292,512
Turner  Joseph Mallord William	1820  306,484
Turner  Joseph Mallord William	1836  282,259
Turner  Joseph Mallord William	1813  215,339
Turner  Joseph Mallord William	1820  240,303
Turner  Joseph Mallord William	1820  206,345
Turner  Joseph Mallord William	1820  141,226
Turner  Joseph Mallord William	1836  260,280
Turner  Joseph Mallord William	1820  145,239
Turner  Joseph Mallord William	1820  143,217
Turner  Joseph Mallord William	1813  173,245
Turner  Joseph Mallord William	1820  191,276
Turner  Joseph Mallord William	1823  241,303
Turner  Joseph Mallord William	1820  176,263
Turner  Joseph Mallord William	1823  241,300
Turner  Joseph Mallord William	1823  234,283
Turner  Joseph Mallord William	1823  230,300
Turner  Joseph Mallord William	1820  275,468
Turner  Joseph Mallord William	1820  306,468
Turner  Joseph Mallord William	1828  308,487
Turner  Joseph Mallord William	1820  149,250
Turner  Joseph Mallord William	1826  172,241
Turner  Joseph Mallord William	1820  172,240
Turner  Joseph Mallord William	1823  149,242
Turner  Joseph Mallord William	1824  174,248
Turner  Joseph Mallord William	1820  145,249
Turner  Joseph Mallord William	1820  265,222
Turner  Joseph Mallord William	1820  151,245
Turner  Joseph Mallord William	1820  152,243
Turner  Joseph Mallord William	1820  148,248
Turner  Joseph Mallord William	1820  149,251
Turner  Joseph Mallord William	1820  160,244
Turner  Joseph Mallord William	1820  156,245
Turner  Joseph Mallord William	1820  190,226
Turner  Joseph Mallord William	1822  188,227
Turner  Joseph Mallord William	1822  176,248
Turner  Joseph Mallord William	1825  189,230
Turner  Joseph Mallord William	1822  174,249
Turner  Joseph Mallord William	1822  243,173
Turner  Joseph Mallord William	1820  178,242
Turner  Joseph Mallord William	1820  196,274
Turner  Joseph Mallord William	1822  170,240
Turner  Joseph Mallord William	1820  171,239
Turner  Joseph Mallord William	1820  170,244
Turner  Joseph Mallord William	1820  173,243
Turner  Joseph Mallord William	1820  141,227
Turner  Joseph Mallord William	1820  168,244
Turner  Joseph Mallord William	1820  132,241
Turner  Joseph Mallord William	1820  188,274
Turner  Joseph Mallord William	1820  193,273
Turner  Joseph Mallord William	1820  191,274
Turner  Joseph Mallord William	1820  191,273
Turner  Joseph Mallord William	1820  196,248
Turner  Joseph Mallord William	1824  187,229
Turner  Joseph Mallord William	1820  185,225
Turner  Joseph Mallord William	1820  199,270
Turner  Joseph Mallord William	1822  184,293
Turner  Joseph Mallord William	1824  170,244
Turner  Joseph Mallord William	1820  174,247
Turner  Joseph Mallord William	1827  174,244
Turner  Joseph Mallord William	1820  174,244
Turner  Joseph Mallord William	1836  192,184
Turner  Joseph Mallord William	1820  190,281
Turner  Joseph Mallord William	1822  194,278
Turner  Joseph Mallord William	1819  186,295
Turner  Joseph Mallord William	1836  194,277
Turner  Joseph Mallord William	1820  188,270
Turner  Joseph Mallord William	1827  178,258
Turner  Joseph Mallord William	1822  154,274
Turner  Joseph Mallord William	1820  194,281
Turner  Joseph Mallord William	1830  189,226
Turner  Joseph Mallord William	1830  188,226
Turner  Joseph Mallord William	1825  224,304
Turner  Joseph Mallord William	1824  196,275
Turner  Joseph Mallord William	1820  177,261
Turner  Joseph Mallord William	1822  247,175
Turner  Joseph Mallord William	1822  190,231
Turner  Joseph Mallord William	1820  176,243
Turner  Joseph Mallord William	1823  161,243
Turner  Joseph Mallord William	1820  158,245
Turner  Joseph Mallord William	1822  156,246
Turner  Joseph Mallord William	1820  159,245
Turner  Joseph Mallord William	1820  177,314
Turner  Joseph Mallord William	1822  186,306
Turner  Joseph Mallord William	1822  171,245
Turner  Joseph Mallord William	1820  241,304
Turner  Joseph Mallord William	1820  147,240
Turner  Joseph Mallord William	1820  192,275
Turner  Joseph Mallord William	1827  196,280
Turner  Joseph Mallord William	1827  190,273
Turner  Joseph Mallord William	1835  191,290
Turner  Joseph Mallord William	1820  192,283
Turner  Joseph Mallord William	1820  193,282
Turner  Joseph Mallord William	1820  193,251
Turner  Joseph Mallord William	1830  187,273
Turner  Joseph Mallord William	1822  157,275
Turner  Joseph Mallord William	1820  188,271
Turner  Joseph Mallord William	1820  187,280
Turner  Joseph Mallord William	1822  192,278
Turner  Joseph Mallord William	1820  190,269
Turner  Joseph Mallord William	1827  186,273
Turner  Joseph Mallord William	1820  188,277
Turner  Joseph Mallord William	1820  193,277
Turner  Joseph Mallord William	1825  205,299
Turner  Joseph Mallord William	1820  251,381
Turner  Joseph Mallord William	1820  205,301
Turner  Joseph Mallord William	1820  308,489
Turner  Joseph Mallord William	1820  233,323
Turner  Joseph Mallord William	1823  185,301
Turner  Joseph Mallord William	1820  276,381
Turner  Joseph Mallord William	1825  245,346
Turner  Joseph Mallord William	1825  243,340
Turner  Joseph Mallord William	1825  246,348
Turner  Joseph Mallord William	1820  248,351
Turner  Joseph Mallord William	1824  268,377
Turner  Joseph Mallord William	1824  200,264
Turner  Joseph Mallord William	1820  245,216
Turner  Joseph Mallord William	1820  247,388
Turner  Joseph Mallord William	1820  229,369
Turner  Joseph Mallord William	1820  231,370
Turner  Joseph Mallord William	1822  278,381
Turner  Joseph Mallord William	1820  275,384
Turner  Joseph Mallord William	1824  172,242
Turner  Joseph Mallord William	1820  185,229
Turner  Joseph Mallord William	1825  338,439
Turner  Joseph Mallord William	1809  340,425
Turner  Joseph Mallord William	1821  253,371
Turner  Joseph Mallord William	1820  247,313
Turner  Joseph Mallord William	1823  262,314
Turner  Joseph Mallord William	1828  273,435
Turner  Joseph Mallord William	1824  268,408
Turner  Joseph Mallord William	1828  312,439
Turner  Joseph Mallord William	1828  278,438
Turner  Joseph Mallord William	1820  306,437
Turner  Joseph Mallord William	1825  276,435
Turner  Joseph Mallord William	1824  264,209
Turner  Joseph Mallord William	1830  348,483
Turner  Joseph Mallord William	1820  348,251
Turner  Joseph Mallord William	1819  403,567
Turner  Joseph Mallord William	1820  342,492
Turner  Joseph Mallord William	1820  335,480
Turner  Joseph Mallord William	1820  309,491
Turner  Joseph Mallord William	1820  315,487
Turner  Joseph Mallord William	1820  305,489
Turner  Joseph Mallord William	1825  305,485
Turner  Joseph Mallord William	1831  307,489
Turner  Joseph Mallord William	1820  306,488
Turner  Joseph Mallord William	1825  310,492
Turner  Joseph Mallord William	1836  305,486
Turner  Joseph Mallord William	1820  298,496
Turner  Joseph Mallord William	1820  300,485
Turner  Joseph Mallord William	1823  307,491
Turner  Joseph Mallord William	1834  317,488
Turner  Joseph Mallord William	1825  307,488
Turner  Joseph Mallord William	1820  308,488
Turner  Joseph Mallord William	1830  305,497
Turner  Joseph Mallord William	1820  300,483
Turner  Joseph Mallord William	1828  295,443
Turner  Joseph Mallord William	1828  292,440
Turner  Joseph Mallord William	1825  306,491
Turner  Joseph Mallord William	1820  300,438
Turner  Joseph Mallord William	1825  310,488
Turner  Joseph Mallord William	1820  304,488
Turner  Joseph Mallord William	1829  303,485
Turner  Joseph Mallord William	1829  303,486
Turner  Joseph Mallord William	1834  312,489
Turner  Joseph Mallord William	1820  306,490
Turner  Joseph Mallord William	1825  303,487
Turner  Joseph Mallord William	1825  300,457
Turner  Joseph Mallord William	1820  315,488
Turner  Joseph Mallord William	1830  307,487
Turner  Joseph Mallord William	1825  324,424
Turner  Joseph Mallord William	1820  274,452
Turner  Joseph Mallord William	1820  230,485
Turner  Joseph Mallord William	1820  275,484
Turner  Joseph Mallord William	1820  281,436
Turner  Joseph Mallord William	1820  302,434
Turner  Joseph Mallord William	1811  302,428
Turner  Joseph Mallord William	1815  302,439
Turner  Joseph Mallord William	1820  286,436
Turner  Joseph Mallord William	1820  295,484
Turner  Joseph Mallord William	1828  313,505
Turner  Joseph Mallord William	1816  302,434
Turner  Joseph Mallord William	1820  335,422
Turner  Joseph Mallord William	1820  357,348
Turner  Joseph Mallord William	1820  389,356
Turner  Joseph Mallord William	1830  348,482
Turner  Joseph Mallord William	1820  385,553
Turner  Joseph Mallord William	1820  381,545
Turner  Joseph Mallord William	1817  550,369
Turner  Joseph Mallord William	1829  330,551
Turner  Joseph Mallord William	1829  370,494
Turner  Joseph Mallord William	1820  542,336
Turner  Joseph Mallord William	1819  386,494
Turner  Joseph Mallord William	1826  550,388
Turner  Joseph Mallord William	1834  382,536
Turner  Joseph Mallord William	1820  301,485
Turner  Joseph Mallord William	1820  307,488
Turner  Joseph Mallord William	1820  431,305
Turner  Joseph Mallord William	1820  288,459
Turner  Joseph Mallord William	1820  309,492
Turner  Joseph Mallord William	1834  306,487
Turner  Joseph Mallord William	1830  298,488
Turner  Joseph Mallord William	1820  305,490
Turner  Joseph Mallord William	1825  314,473
Turner  Joseph Mallord William	1837  355,515
Turner  Joseph Mallord William	1829  368,509
Turner  Joseph Mallord William	1825  276,452
Turner  Joseph Mallord William	1829  350,510
Turner  Joseph Mallord William	1827  342,481
Turner  Joseph Mallord William	1820  355,518
Turner  Joseph Mallord William	1825  353,488
Turner  Joseph Mallord William	1832  354,514
Turner  Joseph Mallord William	1837  347,505
Turner  Joseph Mallord William	1818  347,487
Turner  Joseph Mallord William	1837  342,507
Turner  Joseph Mallord William	1837  344,505
Turner  Joseph Mallord William	1829  357,508
Turner  Joseph Mallord William	1832  365,511
Turner  Joseph Mallord William	1830  345,485
Turner  Joseph Mallord William	1830  308,491
Turner  Joseph Mallord William	1827  297,484
Turner  Joseph Mallord William	1830  306,488
Turner  Joseph Mallord William	1820  310,487
Turner  Joseph Mallord William	1820  309,485
Turner  Joseph Mallord William	1820  310,489
Turner  Joseph Mallord William	1827  310,490
Turner  Joseph Mallord William	1820  305,488
Turner  Joseph Mallord William	1828  312,489
Turner  Joseph Mallord William	1828  305,488
Turner  Joseph Mallord William	1830  307,488
Turner  Joseph Mallord William	1826  307,487
Turner  Joseph Mallord William	1820  307,490
Turner  Joseph Mallord William	1820  306,489
Turner  Joseph Mallord William	1839  311,488
Turner  Joseph Mallord William	1828  357,488
Turner  Joseph Mallord William	1820  312,485
Turner  Joseph Mallord William	1836  305,488
Turner  Joseph Mallord William	1827  308,492
Turner  Joseph Mallord William	1820  305,505
Turner  Joseph Mallord William	1828  321,488
Turner  Joseph Mallord William	1820  307,489
Turner  Joseph Mallord William	1820  298,391
Turner  Joseph Mallord William	1828  342,489
Turner  Joseph Mallord William	1820  341,489
Turner  Joseph Mallord William	1828  348,489
Turner  Joseph Mallord William	1825  334,472
Turner  Joseph Mallord William	1830  335,499
Turner  Joseph Mallord William	1828  354,507
Turner  Joseph Mallord William	1830  357,523
Turner  Joseph Mallord William	1820  351,510
Turner  Joseph Mallord William	1834  350,510
Turner  Joseph Mallord William	1820  362,510
Turner  Joseph Mallord William	1825  344,485
Turner  Joseph Mallord William	1820  346,512
Turner  Joseph Mallord William	1829  351,518
Turner  Joseph Mallord William	1830  355,490
Turner  Joseph Mallord William	1820  357,571
Turner  Joseph Mallord William	1836  344,489
Turner  Joseph Mallord William	1820  359,505
Turner  Joseph Mallord William	1834  356,518
Turner  Joseph Mallord William	1829  356,510
Turner  Joseph Mallord William	1828  355,510
Turner  Joseph Mallord William	1829  353,510
Turner  Joseph Mallord William	1820  359,515
Turner  Joseph Mallord William	1820  356,508
Turner  Joseph Mallord William	1830  352,518
Turner  Joseph Mallord William	1834  352,511
Turner  Joseph Mallord William	1820  489,358
Turner  Joseph Mallord William	1834  338,491
Turner  Joseph Mallord William	1828  341,483
Turner  Joseph Mallord William	1836  344,481
Turner  Joseph Mallord William	1820  332,487
Turner  Joseph Mallord William	1827  343,480
Turner  Joseph Mallord William	1834  334,502
Turner  Joseph Mallord William	1820  353,518
Turner  Joseph Mallord William	1828  355,519
Turner  Joseph Mallord William	1820  311,585
Turner  Joseph Mallord William	1825  371,551
Turner  Joseph Mallord William	1825  390,501
Turner  Joseph Mallord William	1829  362,512
Turner  Joseph Mallord William	1828  346,511
Turner  Joseph Mallord William	1830  357,510
Turner  Joseph Mallord William	1827  380,500
Turner  Joseph Mallord William	1829  399,460
Turner  Joseph Mallord William	1820  383,479
Turner  Joseph Mallord William	1828  308,488
Turner  Joseph Mallord William	1828  355,507
Turner  Joseph Mallord William	1833  299,494
Turner  Joseph Mallord William	1828  306,487
Turner  Joseph Mallord William	1828  311,490
Turner  Joseph Mallord William	1820  307,491
Turner  Joseph Mallord William	1839  307,488
Turner  Joseph Mallord William	1827  328,486
Turner  Joseph Mallord William	1820  313,432
Turner  Joseph Mallord William	1834  305,497
Turner  Joseph Mallord William	1829  302,496
Turner  Joseph Mallord William	1828  346,451
Turner  Joseph Mallord William	1830  364,514
Turner  Joseph Mallord William	1826  312,491
Turner  Joseph Mallord William	1832  345,483
Turner  Joseph Mallord William	1825  308,488
Turner  Joseph Mallord William	1834  356,310
Turner  Joseph Mallord William	1828  345,482
Turner  Joseph Mallord William	1825  372,548
Turner  Joseph Mallord William	1837  361,487
Turner  Joseph Mallord William	1825  353,518
Turner  Joseph Mallord William	1827  346,488
Turner  Joseph Mallord William	1830  188,276
Turner  Joseph Mallord William	1830  195,284
Turner  Joseph Mallord William	1830  198,285
Turner  Joseph Mallord William	1830  194,178
Turner  Joseph Mallord William	1830  190,287
Turner  Joseph Mallord William	1830  200,281
